rank,season,worldId,worldName,teams,strongTeams,eliteTeams,strongShare,eliteShare,gachiIndex,avgScore,medianScore,p90Score,avgLineupComponent,avgFormationComponent,strongFormations,topTeams
110,2616,5,クレイク,32,5,4,0.15625,0.125,78.125,49.92945295449087,52.407577562481706,62.927685241122674,44.38229736663239,0.5454833808952453,ブラジル 2014(2); チェルシー 2004-05(1); ウルグアイ 2014(1); バイエルン 2000-01(1),"Mambo(2616, 66.3); MARS(2616, 65.5); REAL ONO(2616, 63.8); Spurs(2616, 63.1); アズリ(2616, 61.4)"
111,2616,3,スナイプ,32,5,4,0.15625,0.125,78.125,46.043500227531446,45.819501657234085,62.754308559241245,37.231195864679336,0.018282293693372288,バイエルン 2000-01(1); ウルグアイ 2014(1); ドルトムント 2011-12(1); ビアンコネーロ 2002-03(1); バイエルン 2013-14(1),"ゆるりん(2616, 67.0); アルビセレステ(2616, 65.0); ＡＣ夕べ(2616, 64.5); つやつやアンドルフ2(2616, 62.9); 広島東洋カープ(2616, 61.3)"
112,2617,15,スターリング,32,5,3,0.15625,0.09375,78.125,50.076663029798034,50.37367467786787,62.51965226563986,45.09719883739453,0.5065891644673772,バイエルン 2000-01(2); マドリード 2001-02(1); ビアンコネーロ 2002-03(1); オランダ 2014(1),"幻燈 (2617, 70.2); ケントデリカッターズ(2617, 66.8); CHARM(2617, 66.3); みどりキッカーズ(2617, 62.7); ForzaInter(2617, 61.3)"
113,2620,11,ピピット,32,5,3,0.15625,0.09375,78.125,51.206678114991576,52.081912793883745,62.28335826318066,48.53065571704803,0.4803876090193503,ブラジル 2014(2); ヴァレンシア 2003-04(1); チェルシー 2004-05(1); バイエルン 2000-01(1),"バナナサブその２(2620, 65.7); anna(2620, 64.0); こそっと(2620, 63.0); NCルン(2620, 62.4); FCほんでぃ(2620, 61.7)"
114,2622,10,バザード,32,5,3,0.15625,0.09375,78.125,50.13838128353399,50.55503285372151,62.22494130944244,46.82465046866949,0.3009927007284074,ブラジル 2014(1); アルゼンチン 2022(1); ウルグアイ 2014(1); バイエルン 2000-01(1); ビアンコネーロ 2002-03(1),"D.ROSE(2622, 65.7); 和光FC(2622, 64.8); FC.OGAWA(2622, 64.0); ver-milion(2622, 62.3); ガキオールグランツェ(2622, 61.2)"
115,2621,11,ピピット,32,5,3,0.15625,0.09375,78.125,50.59797827611766,51.24323711769598,62.145446322343744,48.10845479674803,0.30527041520094733,バイエルン 2000-01(2); ブラジル 2014(2); チェルシー 2004-05(1),"バナナサブその２(2621, 69.6); ヴァンディッツ新宿(2621, 64.8); こそっと(2621, 62.8); anna(2621, 62.3); NCルン(2621, 60.9)"
116,2621,19,スウィフト,32,5,3,0.15625,0.09375,78.125,49.61938329365594,50.293134306195725,62.09642907545048,44.19259557040167,0.45291621854900677,ユーゴスラビア 1994(1); コートジボワール 2014(1); ブラジル 2014(1); チェルシー 2004-05(1); ウルグアイ 2014(1),"Ēlysion(2621, 65.5); Cannon(2621, 63.7); コソっと運び屋FC(2621, 62.8); 海津のちーむ(2621, 62.3); さらだ(2621, 60.2)"
117,2623,14,アイビス,32,5,3,0.15625,0.09375,78.125,48.09923419898618,47.481930778925246,61.484292743492595,40.520533121984805,0.36263787479475756,ビアンコネーロ 2002-03(2); チェルシー 2004-05(1); ウルグアイ 2014(1); オランダ 2014(1),"FC目黒(2623, 65.5); FCまよね〜ず(2623, 63.9); ちわわFC(2623, 63.1); こそっとこそこそ(2623, 61.7); グリーンラベル(2623, 59.6)"
118,2622,13,クート,32,5,3,0.15625,0.09375,78.125,46.825540388336684,46.56493471842076,60.9745080613913,37.65649850231839,0.25879698415533503,チェルシー 2004-05(2); ヴァレンシア 2003-04(1); バイエルン 2000-01(1); ビアンコネーロ 2002-03(1),"松阪牛FC(2622, 66.9); 長崎ちゃんぽんず(2622, 66.5); FC  ぐでたま(2622, 65.9); FC富士急(2622, 61.1); ゾルディック(2622, 59.9)"
119,2622,20,ホーク,32,5,3,0.15625,0.09375,78.125,49.308881504763974,49.126622193329936,59.81843400197267,43.537344850840945,0.4219080913578111,ブラジル 2014(1); バイエルン 2000-01(1); スペイン 2012(1); イタリア 2012(1); ビアンコネーロ 2002-03(1),"はしばっちFC 99(2622, 68.1); イタリアンサンドF(2622, 64.3); 木津川シティ•FC(2622, 62.8); スヌーピー(2622, 59.8); 馬頭ラッキー(2622, 59.6)"
120,2623,8,グース,32,5,2,0.15625,0.0625,78.125,49.48278836848753,48.77512413936614,62.20870341159578,43.104086942412316,0.5453738128620083,バイエルン 2000-01(2); オランダ 1974(1); アルゼンチン 2022(1); ビアンコネーロ 2002-03(1),"ガンバル部(2623, 68.7); ゾンビ軍団(2623, 64.3); みゃおFC(2623, 62.4); HikakinFC(2623, 62.4); サルエド(2623, 60.9)"
121,2616,4,カナード,32,5,2,0.15625,0.0625,78.125,49.0586992935924,48.918113135917565,61.25616831543539,43.25489039352027,0.36437449520545717,ウルグアイ 2014(2); ヴァレンシア 2003-04(1); バイエルン 2000-01(1); スペイン 2012(1),"デマ長万部(2616, 66.7); NTB (2616, 62.9); グランアレグリア(2616, 61.7); 翼神竜(2616, 61.3); はさふにやひる(2616, 60.9)"
122,2617,5,クレイク,32,5,2,0.15625,0.0625,78.125,49.2103257213892,51.8951406224443,61.17807047112836,40.86480832096094,0.7388197787881279,ブラジル 2014(2); コロンビア 2013(1); チェルシー 2004-05(1); ウルグアイ 2014(1),"Mambo(2617, 66.3); MARS(2617, 66.0); 湘南FCⅢ(2617, 61.7); REAL ONO(2617, 61.4); アズリ(2617, 59.5)"
123,2619,15,スターリング,32,5,2,0.15625,0.0625,78.125,49.46809214273065,52.77459735235031,61.16648640088075,44.55298839448775,0.3476971113340942,バイエルン 2000-01(2); マドリード 2001-02(1); ビアンコネーロ 2002-03(1); 日本 2022(1),"幻燈 (2619, 65.6); CHARM(2619, 63.2); みどりキッカーズ(2619, 62.3); ビゴーレ鶴見(2619, 61.3); ケントデリカッターズ(2619, 59.6)"
124,2623,15,スターリング,32,5,2,0.15625,0.0625,78.125,50.86262449903133,52.297011681304056,60.78403986333748,44.76308591410312,0.8492769020482769,バイエルン 2000-01(1); オランダ 2014(1); ポルトガル 2014(1); ブラジル 2014(1); ドルトムント 2011-12(1),"幻燈 (2623, 66.3); NRK(kon)(2623, 65.4); 田村イチゾク2(2623, 61.5); もに (2623, 60.9); しろたん(2623, 59.7)"
125,2616,19,スウィフト,32,5,2,0.15625,0.0625,78.125,47.08166117958064,48.4353219852677,60.6879884429544,35.89807576482239,0.5891673658441154,チェルシー 2004-05(3); チェルシー 2014-15(1); ウルグアイ 2014(1),"Ēlysion(2616, 63.5); PPFC(2616, 62.8); コスケFC(2616, 61.3); へたれFC(2616, 60.8); FCフォルテ(2616, 59.7)"
126,2620,15,スターリング,32,5,2,0.15625,0.0625,78.125,51.92104083273661,52.517456706582124,60.652459520369256,50.98935240373825,0.4256184539097161,ベルギー 2013(1); ブラジル 2014(1); バイエルン 2000-01(1); ドルトムント 2011-12(1); ビアンコネーロ 2002-03(1),"幻燈 (2620, 66.8); CHARM(2620, 63.2); ForzaInter(2620, 62.4); スキスキスー(2620, 60.8); しろたん(2620, 59.5)"
127,2622,12,パートリッジ,32,5,2,0.15625,0.0625,78.125,48.304869949875226,51.196970813389626,60.14962252538425,40.25266758870325,0.47622154159631885,バイエルン 2000-01(1); ビアンコネーロ 2002-03(1); ブラジル 2014(1); ウルグアイ 2014(1); チェルシー 2004-05(1),"まるちゃんFC(2622, 70.4); テンペスト(2622, 65.8); 阪急ブレーブズ(2622, 60.9); 新三郷FC(2622, 60.2); プッチョ(2622, 60.0)"
128,2617,19,スウィフト,32,5,1,0.15625,0.03125,78.125,48.150427827223226,49.88913333522723,60.86940290444207,40.54120535692965,0.37933280509381534,チェルシー 2004-05(2); チェルシー 2014-15(1); ウルグアイ 2014(1); パルマ 1998-99(1),"Ēlysion(2617, 63.3); へたれFC(2617, 61.9); アントン野朗(2617, 61.6); コスケFC(2617, 60.9); FCフォルテ(2617, 60.5)"
129,2618,19,スウィフト,32,5,1,0.15625,0.03125,78.125,50.41383838698902,52.01903626901029,60.747491019562254,46.331209528877864,0.47099115963388916,チェルシー 2014-15(1); チェルシー 2004-05(1); バイエルン 2013-14(1); ユーゴスラビア 1994(1); ブラジル 2014(1),"Ēlysion(2618, 64.0); バラガーズFC(2618, 61.8); さらだ(2618, 60.9); Cannon(2618, 60.8); FCフォルテ(2618, 60.5)"
130,2622,19,スウィフト,32,5,1,0.15625,0.03125,78.125,51.18786153942849,52.34887713747335,60.01337197192438,49.66065252990019,0.3234274143222544,ブラジル 2014(1); 日本 1996(1); バイエルン 2013-14(1); チェルシー 2014-15(1); チェルシー 2004-05(1),"Ēlysion(2622, 64.7); バラガーズFC(2622, 61.1); Cannon(2622, 60.2); FCフォルテ(2622, 60.0); ぽりふぇのーる(2622, 59.9)"
131,2620,7,オークレット,32,5,0,0.15625,0.0,78.125,49.56116880194097,49.03225955537894,61.33378529218321,46.51041855304944,0.12351502178361126,ヴァレンシア 2003-04(2); バイエルン 2000-01(1); ブラジル 2014(1); ビアンコネーロ 2013-14(1),"雪山特攻隊(2620, 62.7); にかやにや(2620, 62.2); 京都サンガF.C.(2620, 61.9); アマード熊本(2620, 61.4); blacklabel(2620, 60.6)"
132,2616,11,ピピット,32,5,0,0.15625,0.0,78.125,49.35803955564228,49.03923133945888,60.77294632515094,42.08867511035757,0.6326375187191525,アルゼンチン 2001(1); ヴァレンシア 2003-04(1); ウルグアイ 2014(1); バイエルン 2000-01(1); オランダ 2014(1),"ヴァンディッツ新宿(2616, 61.9); 登録されていません(2616, 61.6); 無敵艦隊北朝鮮(2616, 61.3); レッドホース(2616, 60.8); FCほんでぃ(2616, 60.3)"
133,2619,7,オークレット,32,5,0,0.15625,0.0,78.125,49.884138401559305,48.30780703671759,60.62891989064521,46.231081463682955,0.28316544791094694,ブラジル 2014(2); ヴァレンシア 2003-04(1); クリスマス・ツリー(1); バイエルン 2013-14(1),"雪山特攻隊(2619, 62.6); にかやにや(2619, 62.2); 落武者(2619, 62.0); えーしーみら(2619, 60.7); まりた、た(2619, 60.4)"
134,2623,19,スウィフト,32,5,0,0.15625,0.0,78.125,48.715877985574245,49.1251245412258,60.06941757283059,44.00290675976322,0.13504924042631627,チェルシー 2014-15(1); 日本 1996(1); マドリード 2001-02(1); バイエルン 2013-14(1); チェルシー 2004-05(1),"Ēlysion(2623, 61.5); FCフォルテ(2623, 61.3); バラガーズFC(2623, 60.6); ぽりふぇのーる(2623, 60.1); 11KnIght(2623, 59.9)"
135,2616,7,オークレット,32,5,0,0.15625,0.0,78.125,48.15519730354438,46.871228627372034,59.81390404967442,42.66462259361754,0.09961806963575695,ブラジル 2014(2); バイエルン 2000-01(1); ヴァレンシア 2003-04(1); ウルグアイ 2014(1),"まりた、た(2616, 61.7); アマード熊本(2616, 61.5); うすた京介(2616, 60.9); 京都サンガF.C.(2616, 59.8); 落武者(2616, 59.7)"
136,2620,12,パートリッジ,32,4,4,0.125,0.125,62.5,49.62836903938852,53.3103494709037,63.1319802180492,43.91903793661101,0.49259629405613625,イタリア 2006(1); ウルグアイ 2014(1); アルゼンチン 2001(1); バイエルン 2000-01(1),"まるちゃんFC(2620, 70.4); りぃくんず(2620, 66.6); セリエまたり村(2620, 65.7); テンペスト(2620, 63.7); プッチョ(2620, 58.4)"
137,2623,6,スラッシュ,32,4,3,0.125,0.09375,62.5,47.325705776381064,47.44396326513019,62.15999058486138,37.120098360122775,0.5198016261593499,ウルグアイ 2014(1); チェルシー 2004-05(1); バイエルン 2000-01(1); リバプール 2004-05(1),"Rユース(2623, 69.6); イワキリ(2623, 66.3); FC JRA(2623, 64.7); 吐露非狩古鬱(2623, 62.6); CFC(2623, 57.8)"
138,2616,13,クート,32,4,3,0.125,0.09375,62.5,46.74020442353234,47.82342845727567,61.88001208870112,36.26357740556415,0.41107447264560515,ドルトムント 2011-12(1); バイエルン 2000-01(1); チェルシー 2004-05(1); ビアンコネーロ 2002-03(1),"闘魂軍団(2616, 63.8); 長崎ちゃんぽんず(2616, 63.6); FC  ぐでたま(2616, 63.0); 松阪牛FC(2616, 62.2); FC富士急(2616, 59.3)"
139,2620,20,ホーク,32,4,3,0.125,0.09375,62.5,50.366028498219606,51.08550208363579,61.491465290323504,46.475833089027155,0.4336657320477412,イタリア 2012(1); バイエルン 2000-01(1); ウルグアイ 2014(1); ブラジル 2014(1),"はしばっちFC 99(2620, 70.0); イタリアンサンドF(2620, 65.0); 木津川シティ•FC(2620, 62.8); スヌーピー(2620, 61.8); カイザース(2620, 58.3)"
140,2619,20,ホーク,32,4,3,0.125,0.09375,62.5,50.806137110989525,52.628552034617236,61.41873169758655,48.15477470525624,0.3781568499722919,イタリア 2012(1); ウルグアイ 2014(1); バイエルン 2000-01(1); ブラジル 2014(1),"はしばっちFC 99(2619, 67.3); イタリアンサンドF(2619, 65.0); スヌーピー(2619, 63.7); 木津川シティ•FC(2619, 61.7); 馬頭ラッキー(2619, 58.5)"
141,2623,10,バザード,32,4,3,0.125,0.09375,62.5,50.168972201053265,50.639394324377264,61.01663788851262,45.85894965492662,0.4406404481928174,ウルグアイ 2014(1); アルゼンチン 2022(1); ブラジル 2014(1); バイエルン 2000-01(1),"和光FC(2623, 65.2); FC.OGAWA(2623, 62.9); ver-milion(2623, 62.8); ガーリックトースト3(2623, 61.2); Binyanko(2623, 59.3)"
142,2621,12,パートリッジ,32,4,3,0.125,0.09375,62.5,48.79101171372288,47.09633137395103,60.79477863057951,42.07764686496188,0.41882729841487865,バイエルン 2000-01(1); イタリア 2006(1); ブラジル 2014(1); ウルグアイ 2014(1),"まるちゃんFC(2621, 70.4); テンペスト(2621, 66.3); セリエまたり村(2621, 65.2); プッチョ(2621, 61.0); twistAS(2621, 59.1)"
143,2623,13,クート,32,4,3,0.125,0.09375,62.5,46.79571497225177,46.26790057141058,60.060790835000525,36.46293529015849,0.40571794357563257,ヴァレンシア 2003-04(1); バイエルン 2000-01(1); ビアンコネーロ 2002-03(1); チェルシー 2004-05(1),"松阪牛FC(2623, 68.2); FC  ぐでたま(2623, 66.3); 長崎ちゃんぽんず(2623, 66.3); FC富士急(2623, 60.2); ゾルディック(2623, 58.5)"
144,2621,20,ホーク,32,4,3,0.125,0.09375,62.5,47.60410112734731,47.51456391350001,59.83526096044565,40.51494751426679,0.17540094228333958,イタリア 2012(1); ウルグアイ 2014(1); バイエルン 2000-01(1); ブラジル 2014(1),"はしばっちFC 99(2621, 70.0); イタリアンサンドF(2621, 66.8); 木津川シティ•FC(2621, 62.8); スヌーピー(2621, 60.0); MSHY(2621, 58.6)"
145,2616,10,バザード,32,4,3,0.125,0.09375,62.5,49.862003938636676,52.2049690238399,59.5155961973305,44.755559849400406,0.47038869928228483,イタリア 2012(1); ブラジル 2014(1); ウルグアイ 2014(1); ビアンコネーロ 2002-03(1),"FCB(2616, 64.9); FC.OGAWA(2616, 64.3); CCS(2616, 63.1); エネゴリFC(2616, 59.5); 矢野貴章(2616, 59.3)"
146,2617,12,パートリッジ,32,4,2,0.125,0.0625,62.5,49.336759931052434,50.190627253810646,60.924346386046324,41.981686112871856,0.6387434432215979,ブラジル 2014(1); ウルグアイ 2014(1); イタリア 2006(1); バイエルン 2000-01(1),"まるちゃんFC(2617, 69.6); テンペスト(2617, 63.9); プッチョ(2617, 62.7); セリエまたり村(2617, 61.2); ヒロトガル(2617, 58.1)"
147,2618,10,バザード,32,4,2,0.125,0.0625,62.5,50.19210108303079,49.37619210699545,60.71652861681516,46.05840490951755,0.42297729622399194,ビアンコネーロ 2002-03(1); トッテナム 2018-19(1); ブラジル 2014(1); ウルグアイ 2014(1),"FCB(2618, 64.7); CCS(2618, 63.4); FC.OGAWA(2618, 61.2); 矢野貴章(2618, 60.9); ままま(2618, 59.3)"
148,2616,12,パートリッジ,32,4,2,0.125,0.0625,62.5,50.55490062061585,50.97839892224061,60.17892596392419,44.22532820551943,0.803746030758317,ブラジル 2014(1); ウルグアイ 2014(1); バイエルン 2000-01(1); チェルシー 2004-05(1),"まるちゃんFC(2616, 69.6); テンペスト(2616, 62.9); hiraku(2616, 61.3); 新三郷FC(2616, 60.4); 阪急ブレーブズ(2616, 58.2)"
149,2617,16,フィンチ,32,4,2,0.125,0.0625,62.5,50.399735615343744,52.07033626403867,59.74570304535814,46.28082178707918,0.47231750995533023,ブラジル 2014(2); ビアンコネーロ 2002-03(1); オランダ 2014(1),"猫1匹(2617, 64.5); 　いか(2617, 63.4); ウォッカ(2617, 62.7); ヤマト・インダスト(2617, 60.0); fcKurumel(2617, 57.9)"
150,2621,15,スターリング,32,4,2,0.125,0.0625,62.5,48.85680238282691,50.39764910919141,59.70323703455326,42.21591385068852,0.4254731336619789,バイエルン 2000-01(1); ドルトムント 2011-12(1); ビアンコネーロ 2002-03(1); ポルトガル 2014(1),"幻燈 (2621, 65.6); CHARM(2621, 65.2); kon(2621, 62.3); もに (2621, 59.9); ケントデリカッターズ(2621, 58.3)"
151,2617,10,バザード,32,4,2,0.125,0.0625,62.5,49.08980598893978,48.449872640150105,59.70138738904282,43.04259849277528,0.40433010655935075,ブラジル 2014(1); ビアンコネーロ 2002-03(1); ウルグアイ 2014(1); イタリア 2012(1),"FCB(2617, 63.5); CCS(2617, 63.1); エネゴリFC(2617, 59.9); FC.OGAWA(2617, 59.8); FC ROSE(2617, 58.7)"
152,2618,20,ホーク,32,4,2,0.125,0.0625,62.5,48.71740729881114,48.652262612313365,59.57996442788725,43.42777089321693,0.21188211964829948,ブラジル 2014(1); バイエルン 2000-01(1); ウルグアイ 2014(1); マンチェスターU 2007-08(1),"はしばっちFC 99(2618, 68.7); イタリアンサンドF(2618, 65.0); スヌーピー(2618, 61.9); MSHY(2618, 59.6); 木津川シティ•FC(2618, 59.4)"
153,2618,13,クート,32,4,2,0.125,0.0625,62.5,46.52968066022059,47.67702480753134,59.449983589110744,35.35099433098218,0.4521405094931039,チェルシー 2004-05(2); バイエルン 2000-01(1); ビアンコネーロ 2002-03(1),"松阪牛FC(2618, 66.9); 長崎ちゃんぽんず(2618, 65.1); FC  ぐでたま(2618, 62.3); 闘魂軍団(2618, 59.6); アル アラブ(2618, 57.9)"
154,2621,7,オークレット,32,4,1,0.125,0.03125,62.5,50.537034183743714,50.3604206989728,60.838181403424514,48.41085490452415,0.24204035805012367,ブラジル 2014(1); バイエルン 2000-01(1); アルゼンチン 2022(1); ヴァレンシア 2003-04(1),"雪山特攻隊(2621, 64.0); にかやにや(2621, 62.2); 京都サンガF.C.(2621, 61.9); 水上新人王(2621, 61.0); カラムーチョ(2621, 59.5)"
155,2619,19,スウィフト,32,4,1,0.125,0.03125,62.5,50.64709065606743,49.759008540893504,60.782133971835115,46.3501896554047,0.5570290718001552,ユーゴスラビア 1994(1); チェルシー 2004-05(1); ブラジル 2014(1); バイエルン 2013-14(1),"Cannon(2619, 63.7); さらだ(2619, 62.5); Ēlysion(2619, 61.6); バラガーズFC(2619, 61.0); FCフォルテ(2619, 59.2)"
156,2622,7,オークレット,32,4,1,0.125,0.03125,62.5,49.02993091984831,50.68073562558783,59.74471354245892,44.926301841103886,0.13185462688898653,ビアンコネーロ 2013-14(1); ブラジル 2014(1); ヴァレンシア 2003-04(1); バイエルン 2000-01(1),"雪山特攻隊(2622, 64.0); にかやにや(2622, 62.2); 京都サンガF.C.(2622, 59.8); blacklabel(2622, 59.8); カラムーチョ(2622, 59.1)"
157,2623,20,ホーク,32,4,1,0.125,0.03125,62.5,50.05329017858186,50.851632442396735,59.724572749136,45.30000935741477,0.47082676431660514,イタリア 2012(2); ウルグアイ 2014(1); マンチェスターU 2007-08(1),"はしばっちFC 99(2623, 66.4); イタリアンサンドF(2623, 60.5); 木津川シティ•FC(2623, 60.0); MSHY(2623, 59.8); 馬頭ラッキー(2623, 59.3)"
158,2618,11,ピピット,32,4,1,0.125,0.03125,62.5,48.87154582798389,48.22235776089367,59.62973659350523,43.927327531970406,0.20416899665322677,ヴァレンシア 2003-04(1); オランダ 2014(1); チェルシー 2004-05(1); ブラジル 2014(1),"こそっと(2618, 64.0); NCルン(2618, 61.8); FCほんでぃ(2618, 61.7); レッドホース(2618, 59.7); 鳥取カニっこクラブ(2618, 59.3)"
159,2619,11,ピピット,32,4,0,0.125,0.0,62.5,49.64755622313627,51.19325725547493,60.10196382122428,45.255051939926595,0.32275021070501636,チェルシー 2004-05(1); ヴァレンシア 2003-04(1); ブラジル 2014(1); バイエルン 2000-01(1),"FCほんでぃ(2619, 61.7); こそっと(2619, 61.4); NCルン(2619, 60.5); ヴァンディッツ新宿(2619, 60.2); レッドホース(2619, 59.4)"
160,2617,11,ピピット,32,4,0,0.125,0.0,62.5,48.507835977647595,50.60684889076733,59.55843266405388,41.398586925246654,0.4013501766546185,バイエルン 2000-01(1); オランダ 2014(1); ブラジル 2014(1); ヴァレンシア 2003-04(1),"FCほんでぃ(2617, 61.7); こそっと(2617, 60.1); ヴァンディッツ新宿(2617, 60.0); レッドホース(2617, 59.7); 鳥取カニっこクラブ(2617, 58.6)"
161,2616,20,ホーク,32,4,0,0.125,0.0,62.5,49.627936516285494,50.95189970397192,59.542414769499864,45.078315488010034,0.3387335335491354,ドルトムント 2011-12(1); ブラジル 2014(1); マドリードA 2013-14(1); マンチェスターU 2007-08(1),"スヌーピー(2616, 62.1); 花緑青(2616, 60.5); サブ垢(2616, 59.7); MSHY(2616, 59.6); はしばっちFC 99(2616, 59.0)"
162,2623,12,パートリッジ,32,3,3,0.09375,0.09375,46.875,49.821589926767146,51.87370225123749,58.437523395726494,43.63198983384819,0.6040099031464283,ブラジル 2014(1); バイエルン 2000-01(1); ウルグアイ 2014(1),"まるちゃんFC(2623, 70.4); テンペスト(2623, 65.0); hiraku(2623, 63.2); 阪急ブレーブズ(2623, 58.5); プッチョ(2623, 58.0)"
163,2623,3,スナイプ,32,3,3,0.09375,0.09375,46.875,47.64027140505384,45.692219830176974,58.11855200655905,37.98777692293616,0.5241886270755249,ウルグアイ 2014(1); ドルトムント 2011-12(1); ビアンコネーロ 2002-03(1),"アルビセレステ(2623, 65.5); 広島東洋カープ(2623, 65.3); ゆるりん(2623, 64.8); ＡＣ夕べ(2623, 58.1); フィオレンティーナ(2623, 58.0)"
164,2616,1,アウル,32,3,2,0.09375,0.0625,46.875,48.93031566218417,49.69418622202363,58.06217894300008,42.12944651224481,0.4648464354546352,バイエルン 2000-01(1); ヴァレンシア 2003-04(1); ポルトガル 2014(1),"Rコンシェルジュ(2616, 67.9); メガネパンサー(2616, 64.7); -Horiz-(2616, 62.6); Juve0203(2616, 58.1); FCユース(2616, 57.9)"
165,2620,19,スウィフト,32,3,1,0.09375,0.03125,46.875,51.20614594665787,52.524547901561434,59.366508571053316,48.29184988470246,0.5118467645757272,ユーゴスラビア 1994(1); ブラジル 2014(1); チェルシー 2004-05(1),"Ēlysion(2620, 67.1); Cannon(2620, 61.8); さらだ(2620, 61.7); コスケFC(2620, 59.4); FCフォルテ(2620, 59.2)"
166,2621,8,グース,32,2,2,0.0625,0.0625,31.25,50.31761151837046,48.53203709109817,58.439525209726156,47.83857686566194,0.23460983068943012,バイエルン 2000-01(1); ビアンコネーロ 2002-03(1),"ガンバル部(2621, 67.2); みゃおFC(2621, 65.9); 爽やかナ・デ・シココ(2621, 58.8); HITACHI(2621, 58.4); HikakinFC(2621, 58.4)"
167,2620,10,バザード,32,2,1,0.0625,0.03125,31.25,49.983817270972786,52.157555384249335,57.218159721598994,46.4385595112875,0.29350085848309665,ブラジル 2014(1); ビアンコネーロ 2002-03(1),"FC.OGAWA(2620, 65.7); ファンターネ！(2620, 61.0); キャットオールスター(2620, 57.9); FCたけ(2620, 57.2); 矢野貴章(2620, 57.1)"
168,2623,7,オークレット,32,1,0,0.03125,0.0,15.625,47.86694010057513,48.350708775653516,56.112783978288284,42.067339639906464,0.06936966572598995,ブラジル 2014(1),"雪山特攻隊(2623, 60.9); うすた京介(2623, 58.5); blacklabel(2623, 57.4); 京都サンガF.C.(2623, 56.2); 落武者(2623, 55.5)"
